categoria,archivo_imagen,descripcion,ficha_tecnica,codigo,imagen_nombre
Toyota,KIT_FILTROS_HIDRAULICOS_AUTOELEVADOR_TOYOTA_SERIE_8_-_IMPORTADOS-_-_comprar_online.webp,KIT FILTROS HIDRAULICOS AUTOELEVADOR TOYOTA SERIE 8 - IMPORTADOS-,"Kit filtros completo , autoelevaores TOYOTA. Aplica a SERIE 8
IUNCLUYE
FILTROS IMPORTADOS
1*- Filtro Hidraulico Retorno - 6801-11 - 67502-26600-71
2*- Filtro Hidraulico Succion - 6801-10 - 67502-23320-71
32-8FG20 32-8FG25 32-8FG30 8FGU25
62-8FD20 62-8FD25 62-8FD30 8FDU25",,KIT_FILTROS_HIDRAULICOS_AUTOELEVADOR_TOYOTA_SERIE_8_IMPORTADOS.webp
Toyota,KIT_FILTROS_AUTOELEVADOR_TOYOTA_NAFTERO_4Y._SERVICE_250HS-_FGZN25-32-8FG25.webp,KIT FILTROS AUTOELEVADOR TOYOTA NAFTERO 4Y. SERVICE 250HS- FGZN25-32-8FG25,"Kit filtros completo , autoelevaores TOYOTA. Aplica a Series 7/8/Z
INCLUYE
FILTROS 1*-Filtro Aire Primario 2*- Filtro Aire Secundario
3*- Filtro Aceite Motor 4Y
4*- Filtro NAFTA
FGZN20 FGZN25 FGZN30 32-8FG20
32-8FG20 32-8FG25 32-8FG30 42-7FG20",,KIT_FILTROS_AUTOELEVADOR_TOYOTA_NAFTERO_4Y._SERVICE_250HS_FGZN25_32_8FG25.webp
Toyota,KIT_FILTROS_AUTOELEVADOR_TOYOTA_DIESEL_1DZ_-_comprar_online.webp,KIT FILTROS AUTOELEVADOR TOYOTA DIESEL 1DZ,"Kit filtros completo , autoelevaores TOYOTA. Aplica a Series 7/8/Z
IUNCLUYE
FILTROS I
1*-Filtro Aire Primario 2*- Filtro Aire Secundario
3*- Filtro Aceite Motor
4*- Filtro Gasoil
FDZN20 FDZN25 FDZN30 62-8FD20
62-8FD20 62-8FD25 62-8FD30 62-7FD20",,KIT_FILTROS_AUTOELEVADOR_TOYOTA_DIESEL_1DZ.webp
Toyota,CABLE_ACELERADOR_AUTOELEVADOR_TOYOTA_1DZ_DIESEL_-_comprar_online.webp,CABLE ACELERADOR AUTOELEVADOR TOYOTA 1DZ DIESEL,"Cable Acelerador Autoeoevador Toyota Serie 8 / Z Motor TOYOTA Diesel 1DZ
CODIGO 26620-26620-71
FDZN25 FDZN20 FDZN30
62-8FD25 62-8FD20 62-8FD30",26620-26620-71,CABLE_ACELERADOR_AUTOELEVADOR_TOYOTA_1DZ_DIESEL.webp
Toyota,KIT_EQUIPO_GLP_AUTOELEVADOR_TOYOTA_SERIE_8__Z_-_comprar_online.webp,KIT EQUIPO GLP AUTOELEVADOR TOYOTA SERIE 8 /Z,"Kit reparacion equipo GLP marca AISIN. Este modelo de se usan en Autoelevadores TOYOTA SERIE 8 / SERIE Z NAFTEROS MOTOR 4Y
CODIGO 04221-20450-71",04221-20450-71,KIT_EQUIPO_GLP_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,RETEN_DIFERENCIAL_AUTOELEVADOR_TOYOTA_-_comprar_online.webp,RETEN DIFERENCIAL AUTOELEVADOR TOYOTA,"Reten Diferencial TOYOTA
Codigo 4101-59A 41128-23320-71
DIAMETRO EXTERIOR DIAMETRO INTERIOR ALTURA
69mm 39mm 17mm
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
42-7FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",4101-59A,RETEN_DIFERENCIAL_AUTOELEVADOR_TOYOTA.webp
Toyota,TERMOSTATO_AUTOELEVADOR_TOYOTA_MOTOR_4Y.webp,TERMOSTATO AUTOELEVADOR TOYOTA MOTOR 4Y,"Termostato para autoelevadores Toyota
Motores 4Y
Termperatura Apertura 76.5Grados FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
422-7FG25",,TERMOSTATO_AUTOELEVADOR_TOYOTA_MOTOR_4Y.webp
Toyota,BUJE_ANCLAJE_TORRE_AUTOELEVADOR_TOYOTA_-_comprar_online.webp,BUJE ANCLAJE TORRE AUTOELEVADOR TOYOTA,,,BUJE_ANCLAJE_TORRE_AUTOELEVADOR_TOYOTA.webp
Toyota,PALANCA_MARCHAS_AVANCE___RETROCESO_AUTOELEVADOR_TOYOTA_SERIE_8___SERIE_Z_-_comprar_online.webp,PALANCA MARCHAS AVANCE / RETROCESO AUTOELEVADOR TOYOTA SERIE 8 / SERIE Z,"Palanca marchas. Avance Retroceso Autoelevador Toyota. CODIGO 5701-97
CODIGO 57460-26630-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",5701-97,PALANCA_MARCHAS_AVANCE_RETROCESO_AUTOELEVADOR_TOYOTA_SERIE_8_SERIE_Z.webp
Toyota,CADENA_BOMBA_HIDRAULICA_AUTOELEVADOR_TOYOTA_4Y_-_comprar_online.webp,CADENA BOMBA HIDRAULICA AUTOELEVADOR TOYOTA 4Y,"Cadena bomba hidraulica AUTOELEVADORES TOYOTA MOTOR 4Y
CODIGO 13506-UB010
30 ESLABONES
22 MM ANCHO PERNO
APLICACIONES
FGZN20
FGZN25
FGZN30
32-8FG18
32-8FG20
32-8FG25
42-7FG25
42-7FG25",13506-UB010,CADENA_BOMBA_HIDRAULICA_AUTOELEVADOR_TOYOTA_4Y.webp
Toyota,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z-_1.5TN-3TN_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR TOYOTA SERIE 7/8/Z- 1.5TN-3TN,"Bomba de freno para autoelevador TOYOTA.
Diametro Cilindro 3/4
CODIGO 47210-23321-71
Aplica a Modelos
62-7FD25 42-7FG25 62-8FD25 FDZN25 FGZN25
8DFU25 62-8FD20 FDZN30 42-7FG25 62-8FD18",47210-23321-71,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_1.5TN_3TN.webp
Toyota,CILINDRO_DE_RUEDA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_2.0TN_A_3.0TN_-_comprar_online.webp,CILINDRO DE RUEDA FRENO AUTOELEVADOR TOYOTA SERIE 7/8/Z 2.0TN A 3.0TN,"Aplica para MODELOS de 2tn a 3tn
CODIGO 47410-23420-71
CODIGO 4715-10
APLICACION
SERIE 8 NAFTA 4Y 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",47410-23420-71,CILINDRO_DE_RUEDA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_2.0TN_A_3.0TN.webp
Toyota,KIT_PERNO_Y_BUJE_COLLARIN_DE_EXTREMO_AUTOELEVADOR_TOYOTA_x4u_-_comprar_online.webp,KIT PERNO Y BUJE COLLARIN DE EXTREMO AUTOELEVADOR TOYOTA x4u,"Kit Perno y buje collarin de extremo autoelevador TOYOTA x4u (4 pernos de bieleta + 4 bujes collarines)
Aplica para modelos
FDZN15, FDZN18, FDZN20, FDZN25, FDZN30
FGZN15, FGZN15, FGZN20, FGZN25 , FDZN30
32-8FG15, 328FG18, 32-8FG20, 32-8FG25, 32-8FG30
62-8FD15, 62-8FD18, 62-8FD20, 62-8FD25, 32-8FD30",,KIT_PERNO_Y_BUJE_COLLARIN_DE_EXTREMO_AUTOELEVADOR_TOYOTA_x4u.webp
Toyota,MAZA_DE_RUEDA_EJE_TRASERO_AUTOELEVADOR_TOYOTA_2.0tn_a_3.0_TN_-_comprar_online.webp,MAZA DE RUEDA EJE TRASERO AUTOELEVADOR TOYOTA 2.0tn a 3.0 TN,"Maza Eje Trasero Autoelevador TOYOTA
Codigo Repuesto 43811-20540-71
SERIE 8 NAFTA 4Y 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",Repuesto,MAZA_DE_RUEDA_EJE_TRASERO_AUTOELEVADOR_TOYOTA_2.0tn_a_3.0_TN.webp
Toyota,KIT_ENCENDIDO_DISTRIBUIDOR_AUTOELEVADOR_MOTOR_TOYOTA_4Y-_SERIES_7_8_Z_-_comprar_online.webp,KIT ENCENDIDO DISTRIBUIDOR AUTOELEVADOR MOTOR TOYOTA 4Y- SERIES 7/8/Z,"Kit Tapa Distribuidor + Rotor + Juego de CableAutoelevador + 4 Bujias DENSO ORIG Motor Toyota 4Y
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30
📢 ¿POR QUÉ ELEGIR RDA.AR ?
✅ Desde 2017 trabajamos con responsabilidad y compromiso para ofrecerte repuestos de AUTOELEVADORES de la mejor calidad.
💯 100% al servicio de nuestros clientes 💯
---------------------------------------------------------
📜 FACTURACIÓN: Hacemos factura A y B.
📦 ENVÍOS:
🚚 Envíos a todo el país.
⚡ Envíos en 24 hs en todo AMBA.
📦 Envíos inmediatos para que recibas tu pedido sin demoras.
----------------------------------------------------------
📍",,KIT_ENCENDIDO_DISTRIBUIDOR_AUTOELEVADOR_MOTOR_TOYOTA_4Y_SERIES_7_8_Z.webp
Toyota,VALVULA_SOLENOIDE_CORTE_GLP_AUTOELEVADOR_TOYOTA_MOTOR_4Y.webp,VALVULA SOLENOIDE CORTE GLP AUTOELEVADOR TOYOTA MOTOR 4Y,"VALVULA SOLENOIDE CORTE GLP AUTOELEVADOR TOYOTA MOTOR 4Y
CODIGO 23620-23800-71
CODIGO 2101-52
SERIE8 SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30",23620-23800-71,VALVULA_SOLENOIDE_CORTE_GLP_AUTOELEVADOR_TOYOTA_MOTOR_4Y.webp
Toyota,JUNTA_TAPA_CILINDRO_AUTOELEVADOR_MOTOR_TOYOTA_NAFTERO_4Y_-_ACERO-.webp,JUNTA TAPA CILINDRO AUTOELEVADOR MOTOR TOYOTA NAFTERO 4Y - ACERO-,"JUNTA TAPA CILINDROS AUTOELEVADOR TOYOTA MOTOR 4Y
CODIGO 11115-UB020
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",11115-UB020,JUNTA_TAPA_CILINDRO_AUTOELEVADOR_MOTOR_TOYOTA_NAFTERO_4Y_ACERO_.webp
Toyota,KIT_PATINES_DESPLAZADOR_LATERAL_AUTOELEVADOR_TOYOTA_SERIE_Z_-_comprar_online.webp,KIT PATINES DESPLAZADOR LATERAL AUTOELEVADOR TOYOTA SERIE Z,"Kit 2 Patines Superiores + 2 Patines Inferiores ESPECIFICACIONES DESPLAZADOR SUPERIOR
Distancia entre centro y centro de tope: 121mm
Longitud total: 151mm
Tope: Ø18MM
Material de la pastilla de desgaste: Plástico
ESPECIFICACIONES DESPLAZADOR INFERIOR
Longitud total: 210mm
Material de la pastilla de desgaste: Plástico
APLICACIONES
FGZN20
FGZN25
FDZN20
FDZN25",,KIT_PATINES_DESPLAZADOR_LATERAL_AUTOELEVADOR_TOYOTA_SERIE_Z.webp
Toyota,RADIADOR_AUTOELEVADOR_TOYOTA_SERIE_8_DISEL_NAFTA.webp,RADIADOR AUTOELEVADOR TOYOTA SERIE 8 DISEL/NAFTA,"RADIADOR AUTOELEVADOR TOYOTA SERIE 8 DISEL/NAFTA CODIGO 16410-23430-71
Distancia Entre Centros de Fijacion OREJAS 664MM
Ancho Panel 500mm
Alto Panel 418MM
Toy. 1DZ,2Z/7FD20-30
4Y,5K/7FG20-30
1DZ/8FD20-30
4Y/8FG30,3Z/
8FD20-30,(1DZ,2Z,4Y/8F20-30)
16410-23430-71
16410-23431-71,
16420-23431-71
16420-26630-71
16420-36610-71
16460-26610-71
16420-U3500-71
16420-U2170-71",16410-23430-71,RADIADOR_AUTOELEVADOR_TOYOTA_SERIE_8_DISEL_NAFTA.webp
Toyota,CRUCETA_DE_CARDAN_AUTOELEVADOR_TOYOTA_SERIE_7.webp,CRUCETA DE CARDAN AUTOELEVADOR TOYOTA SERIE 7,"CRUCETA DE CARDAN AUTOELEVADOR TOYOTA SERIE 7
CODIGO 37201-23320-71
DIAMETRO DADO 28.5MM
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25",37201-23320-71,CRUCETA_DE_CARDAN_AUTOELEVADOR_TOYOTA_SERIE_7.webp
Toyota,JUEGO_JUNTAS_MOTOR_AUTOELEVADOR_TOYOTA_MOTOR_4Y_(7-8fd)_-_comprar_online.webp,JUEGO JUNTAS MOTOR AUTOELEVADOR TOYOTA MOTOR 4Y (7-8fd),"Juego de Juntas Tapa Cilindro ACERO Motor Autoelevador TOYOTA NAFTERO 4Y
JUNTA TAPA DE CILINDROS DE ACERO - ORIGINAL-
CODIGO 04111-20300-71,04111-20301-71,04111-20302-71,04111-20420-71
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",04111-20300-71,JUEGO_JUNTAS_MOTOR_AUTOELEVADOR_TOYOTA_MOTOR_4Y_(7_8fd).webp
Toyota,KIT_FRENO_DERECHO_AUTOELEVADOR_TOYOTA_SERIES_6_A_8_2500KG_3000KG_-_comprar_online.webp,KIT FRENO DERECHO AUTOELEVADOR TOYOTA SERIES 6 A 8 2500KG 3000KG,"KIT FRENO DERECHO AUTOELEVADOR TOYOTA SERIES 6 A 8 2500KG 3000KG
Incluye todoa los items que figuran en la foto, lado derecho.
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",,KIT_FRENO_DERECHO_AUTOELEVADOR_TOYOTA_SERIES_6_A_8_2500KG_3000KG.webp
Toyota,MANGUERA_SUPERIOR_RADIADOR_AUTOELEVADOR_TOYOTA_SERIE_8_Z_NAFTA_4Y_-_comprar_online.webp,MANGUERA SUPERIOR RADIADOR AUTOELEVADOR TOYOTA SERIE 8/Z NAFTA 4Y,"Manguera SUPERIOR Radiador Autoelevador TOYOTA Motor NAFTA 4Y
CODIGO 16511-26600-71
CODIGO 16511-16610-71
CODIGO 1603-46
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",16511-26600-71,MANGUERA_SUPERIOR_RADIADOR_AUTOELEVADOR_TOYOTA_SERIE_8_Z_NAFTA_4Y.webp
Toyota,TAPA_RADIADOR_AUTOELEVADOR_TOYOTA_1DZ_4Y_-_comprar_online.webp,TAPA RADIADOR AUTOELEVADOR TOYOTA 1DZ/4Y,"Tapa Radiador Autoelevador Toyota
CODIGO 16401-23000-71
APLICACION
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30",16401-23000-71,TAPA_RADIADOR_AUTOELEVADOR_TOYOTA_1DZ_4Y.webp
Toyota,CONVERTIDOR_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8___Z_-_comprar_online.webp,CONVERTIDOR TRANSMISION AUTOELEVADOR TOYOTA SERIE 8 / Z,"Convertidor de PAR Autoelevador TOYOTA
Diametro Cuello 52mm
Diametro Interno Cuello 45mm
Altura Cuello 49mm
Diamtreo Total Convertidor 288mm
CODIGO 32220-23350-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",32220-23350-71,CONVERTIDOR_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,KIT_REPARACION_CILINDRO_DE_RUEDA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_2.0TN_A_3.0TN_-_comprar_online.webp,KIT REPARACION CILINDRO DE RUEDA FRENO AUTOELEVADOR TOYOTA SERIE 7/8/Z 2.0TN A 3.0TN,"Kit reparacion cilindro de rueda Autoelevador TOYOTA.
Aplica para MODELOS de 2tn a 3tn
CODIGO 04475-20010-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",04475-20010-71,KIT_REPARACION_CILINDRO_DE_RUEDA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_2.0TN_A_3.0TN.webp
Toyota,INYECTOR_COMPLETO_AUTOELEVADOR_TOYOTA_MOTOR_1DZ_-_comprar_online.webp,INYECTOR COMPLETO AUTOELEVADOR TOYOTA MOTOR 1DZ,"Inyector completo MOTOR TOYOTA 1DZ / CODIGO 2201-01
CODIGO 23600-UD020 / 23600-78200-71
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30",2201-01,INYECTOR_COMPLETO_AUTOELEVADOR_TOYOTA_MOTOR_1DZ.webp
Toyota,CARBURADOR_AUTOELEVADOR_TOYOTA_MOTOR_4Y_-_SERIES_7_8_Z_1.5TN_A_3.0TN.webp,CARBURADOR AUTOELEVADOR TOYOTA MOTOR 4Y - SERIES 7/8/Z 1.5TN A 3.0TN,"Carburador Motor Naftero 4Y CODIGO 2103-01
CODIGO 21100-78177-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",2103-01,CARBURADOR_AUTOELEVADOR_TOYOTA_MOTOR_4Y_SERIES_7_8_Z_1.5TN_A_3.0TN.webp
Toyota,KIT_SELLOS_CILINDRO_ELEVACION_PRINCIPAL_AUTOELEVADOR_TOYOTA_TORRE_TRIPLE_2.5TN.webp,KIT SELLOS CILINDRO ELEVACION PRINCIPAL AUTOELEVADOR TOYOTA TORRE TRIPLE 2.5TN,"Kit Sellos ELEVACION PRINCIPAL TORRE TRIPLE FSV
CODIGO 04652-20080-71
CODIGO 6502-01K
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
50mm 75mm
APLICACION
FGZN20
FGZN25
32-8FG20
32-8FG25
FDZN20
FDZN25
62-8FD20
62-8FD25",04652-20080-71,KIT_SELLOS_CILINDRO_ELEVACION_PRINCIPAL_AUTOELEVADOR_TOYOTA_TORRE_TRIPLE_2.5TN.webp
Toyota,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433-10090-71-_8FBN18_-_comprar_online.webp,KIT SELLOS CILINDRO DIRECCION AUTOELEVADOR TOYOTA 04433-10090-71- 8FBN18,"Kit sellos cilindro dirección / eje trasero Autoelevador Toyota.
Aplica al sistema de dirección hidráulica, restaurando la estanqueidad y el correcto funcionamiento del cilindro para asegurar una dirección suave y efectiva, evitando fugas y fugas de líquido, devolviendo la capacidad de respuesta del vehículo.
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
40mm 70mm
APLICACION
8FBN15
8FBN18",,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433_10090_71_8FBN18.webp
Toyota,KIT_REPARACION_BOMBA_HIDRAULICA_AUTOELEVADOR_TOYOTA_SERIE_8_-_comprar_online.webp,KIT REPARACION BOMBA HIDRAULICA AUTOELEVADOR TOYOTA SERIE 8,"Tambor Arranque Toyota
CODIGO 04671-10910-71
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
422-7FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",04671-10910-71,KIT_REPARACION_BOMBA_HIDRAULICA_AUTOELEVADOR_TOYOTA_SERIE_8.webp
Toyota,KIT_JUEGO_18_BULONES_TAPA_CILINDRO_AUTOELEVADOR_TOYOTA_DIESEL_1DZ_-_comprar_online.webp,KIT JUEGO 18 BULONES TAPA CILINDRO AUTOELEVADOR TOYOTA DIESEL 1DZ,"Kit Bulones Tapa Cilindro Autoelevador TOYOTA Motor 1DZ
Codigo 90105-11950-71
Cantidad 18 Bulones FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",90105-11950-71,KIT_JUEGO_18_BULONES_TAPA_CILINDRO_AUTOELEVADOR_TOYOTA_DIESEL_1DZ.webp
Toyota,VOLANTE_CORONA_AUTOELEVADOR_TOYOTA_MOTOR_DIESEL_1DZ_-_108_dientes-.webp,VOLANTE CORONA AUTOELEVADOR TOYOTA MOTOR DIESEL 1DZ - 108 dientes-,"Volante corona motor diesel 1DZ - 108 dientes
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",,VOLANTE_CORONA_AUTOELEVADOR_TOYOTA_MOTOR_DIESEL_1DZ_108_dientes_.webp
Toyota,AMORTIGUADOR_EJE_TRASERO_AUTOELEVADOR_TOYOTA_SERIES_7___8___Z_-_1.5TN_3TN_-_comprar_online.webp,AMORTIGUADOR EJE TRASERO AUTOELEVADOR TOYOTA SERIES 7 / 8 / Z - 1.5TN/3TN,"Amortiguador eje trasero / dirección Autoelevador Toyota.
Código 4301 GU
Código 43191-23421-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",,AMORTIGUADOR_EJE_TRASERO_AUTOELEVADOR_TOYOTA_SERIES_7_8_Z_1.5TN_3TN.webp
